scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 17:27:49 UTC,2021-05-13 12:30:00 UTC,PSV,Zwolle,Eredivisie 2020/2021,4,2,"3:0, 1:2",Philips Stadion,Eindhoven,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/psv-zwolle-nHIcyLdl/
2025-08-30 17:29:30 UTC,2021-05-13 12:30:00 UTC,Sittard,Vitesse,Eredivisie 2020/2021,3,3,"2:2, 1:1",Fortuna Sittard Stadion,Sittard,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/sittard-vitesse-fsM5ZbR0/
2025-08-30 17:38:02 UTC,2021-05-01 16:45:00 UTC,Sittard,Twente,Eredivisie 2020/2021,3,0,"1:0, 2:0",Fortuna Sittard Stadion,Sittard,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/sittard-twente-86Nxphqi/
2025-08-30 17:38:03 UTC,2021-05-01 14:30:00 UTC,Heracles,Venlo,Eredivisie 2020/2021,4,0,"2:0, 2:0",Asito Stadium,Almelo,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/heracles-venlo-f3ZfL86j/
2025-08-30 17:38:58 UTC,2021-04-25 14:45:00 UTC,Feyenoord,Vitesse,Eredivisie 2020/2021,0,0,"0:0, 0:0",De Kuip,Rotterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/feyenoord-vitesse-YBm0WYEi/
2025-08-30 17:38:59 UTC,2021-04-25 14:45:00 UTC,Twente,Utrecht,Eredivisie 2020/2021,1,2,"1:0, 0:2",De Grolsch Veste,Enschede,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/twente-utrecht-SYn4VhUc/
2025-08-30 17:41:38 UTC,2021-04-24 16:45:00 UTC,Sparta Rotterdam,Venlo,Eredivisie 2020/2021,2,0,"1:0, 1:0",Sparta Stadion Het Kasteel,Rotterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/sparta-rotterdam-venlo-ERWmT2mU/
2025-08-30 17:41:39 UTC,2021-04-24 14:30:00 UTC,Heerenveen,Zwolle,Eredivisie 2020/2021,0,2,"0:1, 0:1",Abe Lenstra Stadion,Heerenveen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/heerenveen-zwolle-GzJFOMeo/
2025-08-30 17:42:33 UTC,2021-04-23 16:45:00 UTC,Willem II,Waalwijk,Eredivisie 2020/2021,1,0,"0:0, 1:0",Koning Willem II Stadion,Tilburg,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/willem-ii-waalwijk-K4XqUrYN/
2025-08-30 17:42:34 UTC,2021-04-22 16:45:00 UTC,Ajax,Utrecht,Eredivisie 2020/2021,1,1,"0:1, 1:0",Johan Cruijff Arena,Amsterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/ajax-utrecht-ln2IyFYt/
2025-08-30 17:43:48 UTC,2021-04-11 14:45:00 UTC,Waalwijk,Ajax,Eredivisie 2020/2021,0,1,"0:1, 0:0",Mandemakers Stadion,Waalwijk,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/waalwijk-ajax-617AFqJU/
2025-08-30 17:43:47 UTC,2021-04-11 12:30:00 UTC,Groningen,Heerenveen,Eredivisie 2020/2021,0,2,"0:0, 0:2",Euroborg,Groningen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/groningen-heerenveen-nFuXWpl5/
2025-08-30 17:44:54 UTC,2021-04-11 12:30:00 UTC,Venlo,PSV,Eredivisie 2020/2021,0,2,"0:1, 0:1",Covebo Stadion - De Koel,Venlo,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/venlo-psv-nai9H5lI/
2025-08-30 17:44:43 UTC,2021-04-11 10:15:00 UTC,Utrecht,Feyenoord,Eredivisie 2020/2021,1,2,"1:1, 0:1",Stadion Galgenwaard,Utrecht,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/utrecht-feyenoord-IuyTXQYb/
2025-08-30 17:46:15 UTC,2021-04-10 19:00:00 UTC,Zwolle,Twente,Eredivisie 2020/2021,1,0,"1:0, 0:0",MAC³PARK Stadion,Zwolle,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/zwolle-twente-rNrGzTlt/
2025-08-30 17:45:48 UTC,2021-04-10 18:00:00 UTC,AZ Alkmaar,Sparta Rotterdam,Eredivisie 2020/2021,2,0,"1:0, 1:0",AFAS Stadion,Alkmaar,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/az-alkmaar-sparta-rotterdam-Q5vyW43B/
